唯一id,最长战斗时间,关卡奖励,怪物等级,特殊奖励,战力校验,蓝量加成,战力削弱,停留时间削弱,版本,卡槽解锁,查封配置
1030,90,5:195570,15717,505:10,128517,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1031,90,5:195950,15736,,128517,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1032,90,5:196030,15755,,128517,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1033,90,5:196110,15774,,128517,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,
1034,90,5:196190,15793,,128651,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,
1035,90,5:196270,15812,505:10,128651,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1036,90,5:196350,15831,,128651,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1037,90,5:196420,15850,,128651,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1038,90,5:196500,15869,,128651,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1039,90,5:196580,15888,,128777,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,
1040,90,5:196660,15907,505:10,128777,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1041,90,5:196820,15926,,128777,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1042,90,5:196900,15945,,128777,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1043,90,5:196980,15964,,128777,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1044,90,5:197050,15983,,128922,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,
1045,90,5:197130,16002,506:10,128922,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1046,90,5:197210,16021,,128922,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1047,90,5:197290,16040,,128922,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1048,90,5:197370,16059,,128922,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1049,90,5:197450,16078,,129047,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,
1050,90,5:197530,16097,507:5,129047,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1051,90,5:197910,16116,,129047,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1052,90,5:197990,16135,,129047,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1053,90,5:198070,16154,,129047,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1054,90,5:198150,16173,,129305,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,
1055,90,5:198230,16192,505:10,129305,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1056,90,5:198310,16211,,129305,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1057,90,5:198390,16230,,129305,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1058,90,5:198470,16249,,129305,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1059,90,5:198550,16268,,129438,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,
1060,90,5:198630,16287,505:10,129438,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1061,90,5:198790,16306,,129438,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1062,90,5:198870,16325,,129438,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1063,90,5:198950,16344,,129438,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1064,90,5:199020,16363,,136715,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,
1065,90,5:199100,16382,505:10,136715,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1066,90,5:199180,16401,,136715,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1067,90,5:199260,16420,,136715,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1068,90,5:199340,16439,,136715,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1069,90,5:199420,16458,,136855,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,
1070,90,5:199500,16477,506:10,136855,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1071,90,5:199890,16496,,136855,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1072,90,5:199970,16515,,136855,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1073,90,5:200050,16534,,136855,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1074,90,5:200130,16553,,136993,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,
1075,90,5:200210,16572,505:10,136993,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1076,90,5:200290,16591,,136993,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1077,90,5:200370,16610,,136993,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1078,90,5:200450,16629,,136993,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1079,90,5:200530,16648,,137758,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,
1080,90,5:200610,16667,505:10,137758,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1081,90,5:200770,16686,,137758,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1082,90,5:200850,16705,,137758,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
1083,90,5:200930,16724,,137758,20:50,,130;9:-2;10:-2;19:-2|260;9:-3;10:-3;19:-3|390;9:-4;10:-4;19:-4|420;9:-5;10:-5;19:-5|580;9:-6;10:-6;19:-6|640;9:-7;10:-7;19:-7|700;9:-8;10:-8;19:-8|960;9:-9;10:-9;19:-9|1020;9:-10;10:-10;19:-10|1480;9:-11;10:-11;19:-13|1640;9:-12;10:-12;19:-15|1800;9:-12;10:-12;19:-17|2020;9:-15;10:-15;19:-20,7,,6;4000
